"medicamento_id","posto_id","quantidade_estoque"
"98e50459-5c48-40db-af77-abbc25279bc8","821b3b4b-767e-4a3e-a31e-2f33501f5c41",0
"47243765-d186-4bd3-b52a-a0aa20924d56","698a98f5-6be0-49af-bc05-ada08c9894a8",0
"161f3186-42f7-4d2d-829e-5a7bc11811a4","039956ad-9486-45c7-8d8e-46394d786a3d",0
"7d21237c-b7ba-412f-bbac-e04520b5b242","7bd790cd-65f3-4184-ae09-87d502561f4b",0
"304bb8f9-2a83-4d63-a7b9-af1dac31a1f2","893ecb02-eba0-4c3b-9e13-70ff6ff62512",0
"000e3e0c-82aa-45ee-abc9-b6c838ba7be6","3ab63e17-d66b-4f6d-95d5-01d57011204b",0
f45974f3-bdce-4203-8df7-7b6a424195c9,"4186b033-98b7-42ee-aed7-c7bb31fea3e4",0
"89fb9a30-4f86-43f9-a0a0-8703cb908b86","0d04d7e7-2573-4061-9f44-82303830fea3",1
"94181a7a-9c72-4cbc-91b6-e44b8bd6df75","84320007-a086-4ef5-bd13-fcaf9bbdbf36",1
d99cd13a-9d07-481c-9b58-c1743b586015,"9a72adc9-07e9-4946-8128-e9305505ef30",2
e74b86eb-10aa-4d0a-96ae-288000f60988,"78dd99cb-6983-432c-bcc1-c189ad668672",2
"44474211-83d9-4d4f-9f41-9acbfd4fff3f","25a1bb40-5a44-4b02-be70-1914af9ea601",2
fde922e6-7d73-4542-a1ca-3e0337251a30,"7fcacc7c-dab8-41c2-861d-b7cecffd12d9",2
ae69c433-f50f-4a4c-85e9-af7728799c6e,"84f3473b-29b9-4409-8629-cf7c35f0324c",2
"0442850f-2ae9-4f4e-acfd-007da6499c7a","60371e56-8d8e-4a6d-8829-8b711ebc1bb2",2
f9387936-1f56-4743-a0a1-7b4bc10c0ba4,"18f08568-f9f5-40ff-8982-2688721fbe5c",3
c8575c89-ed62-4754-a087-8d1f834ceb94,"6105feb6-2f58-455a-be11-2ca747be085b",3
f610d3b3-2f55-4c49-9533-738e61ca5c04,"5460a75a-1ae4-41f4-9087-0bf244546104",3
"2257cbac-71b9-4e77-b454-5b2a03b58ec2","1cb7e643-8636-4bd9-8ba8-599c0b187c9b",3
"18c5ffad-e88c-473a-91a5-6e8fed8c689e","6f10b5d9-d6c2-4c4a-a6c7-ea87cee97481",4
"99536f16-1d3e-4b13-b0ef-feab3438a4d2","357fa439-3464-438b-aea2-8ccac3c72459",4
"68322493-a063-4342-a75c-704753003028","7e85ea26-e3fb-483d-94fc-8c9cc689d924",4
"41def4db-c06e-47f5-9957-96cbf512e843","94eec58e-15d6-463a-b422-726d315e9a93",4
"763a773c-8b86-4c13-8beb-a9b7b974e1c3","4038d3ce-1a39-4dab-bb71-3dd7ccd23fcf",5
"930ff8c6-e76b-4408-a5e1-600b53fe315f","6f10b5d9-d6c2-4c4a-a6c7-ea87cee97481",5
f04710a3-4a30-4f3c-a03e-79174a53633a,"8ab77add-e12b-4df8-ac3f-d5ef82468609",5
d722cf8c-04fb-4bb6-aaad-e0caa3b746d0,"72c875f2-6dff-4b0b-95b1-21d120639675",5
"7f4a1ef1-8353-4fd6-9d71-29292aa8af12","84ad9234-4dcd-47ab-bf4e-476cfdf0260d",5
"0bd23fb1-e958-45e8-ab03-a3a939808cfc","94eec58e-15d6-463a-b422-726d315e9a93",5
e976c9a2-cde8-458d-bf8a-799faa6d4db5,"8ab77add-e12b-4df8-ac3f-d5ef82468609",6
bdfc3141-3fbc-43a4-95ad-a87c5f8d0b3e,"893ecb02-eba0-4c3b-9e13-70ff6ff62512",6
"16ca008e-896f-402a-b133-f330f2dd465b",a39863a0-ebd9-4034-bee6-c7fa65d8d029,6
ecb16295-4486-4650-b387-2d62b57c7a41,"05705501-791b-4e30-be42-c2ff03a326af",6
"4663c18b-0e72-4f46-977e-35ca9279e138","8792ddde-6a6b-41b7-8c50-82688c431d6e",6
beb92641-c8a6-43ec-8c21-839a079eca66,ace4202a-e6b3-4f7a-9769-8acbaba416c2,6
"559ec556-7e37-4971-9de7-57c75227d75f","5c207c8b-2bf9-441f-a8cb-d633d7dc945c",6
"44474211-83d9-4d4f-9f41-9acbfd4fff3f","4038d3ce-1a39-4dab-bb71-3dd7ccd23fcf",6
"88ab5f71-6f77-4425-b869-0723b6fac820","8febdd51-5205-4226-8555-383defe0d06a",6
"26736aca-9cb8-425d-bcac-a6601f166817","7e85ea26-e3fb-483d-94fc-8c9cc689d924",7
"101fc4b6-9ff3-4536-818a-94b29ab9eb35",ea43b277-9edc-4a7e-acd5-2d9c9a4eab2a,7
c18386d6-8254-47d1-b749-75a6c42b1851,"4186b033-98b7-42ee-aed7-c7bb31fea3e4",8
cc57962f-80be-4614-80fc-852da65d29ea,"2d930798-e51c-4c3e-824d-031d731f4e5b",8
e6bb421b-a961-402e-b63b-9ca845448539,eae847d1-cf27-4266-a83f-a5d4c2b8202d,8
e16edf27-38aa-4321-a594-88cb06c8918e,"698a98f5-6be0-49af-bc05-ada08c9894a8",8
"3ff7abef-3825-48fd-bcfa-d2388e705a6f","32e94452-2942-4dc2-a031-a9f05b0ef7d8",8
"98e50459-5c48-40db-af77-abbc25279bc8","6105feb6-2f58-455a-be11-2ca747be085b",9
c18386d6-8254-47d1-b749-75a6c42b1851,"25a1bb40-5a44-4b02-be70-1914af9ea601",9
"7a884f9e-a9cd-4496-b0f3-c9d5a15da637","5f90a66f-81ee-4638-bf8e-01f13d63bbe5",10
"872f131d-7d62-4c70-8f45-c60fecb6270c","212761fd-e4e9-4a92-b566-8c85f0942b70",11
"68782ace-2f94-4bd5-8224-dc1b47262fb7",eacaff02-6ed2-4903-b00d-8c218fc49e64,11
"4b0af76b-5c9a-4a99-bfc3-dde5b52602ae",befe5fb0-02a6-41e8-9a67-9ac836405eab,11
"269e9af3-6aa7-4f55-bf3e-1ab6a0f3d473",f36791b5-d80b-4cc6-b25d-37f1e1431d9b,11
"44474211-83d9-4d4f-9f41-9acbfd4fff3f",b8e80aad-659a-4d5e-9dd4-d2f0ef477c1d,12
"794fed52-fcf3-4680-bd66-e5c84e1ec36b",dfc1d414-244b-4a27-976b-f971fd9b3996,12
"304bb8f9-2a83-4d63-a7b9-af1dac31a1f2","32e94452-2942-4dc2-a031-a9f05b0ef7d8",12
e3e68633-3fa1-40ad-82f6-a2ba0c859dd4,"9f29166a-d04a-49f6-af3b-ded936bdebc6",13
bfed5093-98bd-4b43-9525-c28fbea9ec23,a7053e7b-1c15-4df7-a0ae-fb811ff7e3cf,13
"9f4ebbaa-ae3d-41a4-ab34-cd080d7cfe38","60a9b0f2-c6ab-429a-946c-f197b476b96e",13
"7b9eeb96-43e9-4b47-8d0b-83c8ad544bf7",a459fa10-601f-4539-99d7-059059f538f6,14
"2257cbac-71b9-4e77-b454-5b2a03b58ec2",b3ed152b-ddaf-46ab-958a-310b8e0a1d78,14
"1049571b-dcbb-432f-a675-22d5de3df217",b3ed152b-ddaf-46ab-958a-310b8e0a1d78,14
"68782ace-2f94-4bd5-8224-dc1b47262fb7","9f29166a-d04a-49f6-af3b-ded936bdebc6",15
e410e7fa-e269-4f08-84e5-31cc7259f11f,"9a72adc9-07e9-4946-8128-e9305505ef30",15
"4663c18b-0e72-4f46-977e-35ca9279e138",ea6c8e01-96ca-4639-b9af-8a56132d7b5c,15
f4a5ce86-08c3-4fd4-b2aa-902a4e5baaff,c36ad473-0578-4d47-a3bf-c1bc4d716055,15
adab0d6d-837a-4e5a-80a9-d0e94e9f8547,"6c17164c-69b3-402d-9ab5-0ad5e71ad2fb",15
"6b289d78-1de0-435c-8543-e0868c231343","6f10b5d9-d6c2-4c4a-a6c7-ea87cee97481",15
d722cf8c-04fb-4bb6-aaad-e0caa3b746d0,a39863a0-ebd9-4034-bee6-c7fa65d8d029,15
"89fb9a30-4f86-43f9-a0a0-8703cb908b86","4186b033-98b7-42ee-aed7-c7bb31fea3e4",15
bfaa786a-39d4-4ae2-bb59-b82a58749f20,befe5fb0-02a6-41e8-9a67-9ac836405eab,16
"7c7e8db2-69e6-4fa0-b807-9fe3a9a650e4","9a72adc9-07e9-4946-8128-e9305505ef30",16
"9f4ebbaa-ae3d-41a4-ab34-cd080d7cfe38","940dddf2-cd23-497d-bcf7-3c5c60c26a5c",16
"4dc6ba9c-0ab8-43d5-ae76-a31ec63278e9","74734eff-5e04-4c7b-969a-305841ee6f6b",16
"667f95fe-2310-4420-be85-45890dee9520","05705501-791b-4e30-be42-c2ff03a326af",16
"54e21446-ecc9-4072-b715-bb73803c0705","0b9a6579-afa5-45d4-9919-ab67b297d0b2",16
"0cae10ed-0458-45c5-9964-e0078ea12be3","7fcacc7c-dab8-41c2-861d-b7cecffd12d9",17
"8e396aa3-458f-48b7-98e1-629d41a39969","0d420416-e57c-43e3-9a47-a547647f536e",17
f69b373d-cf09-4832-b2f2-45cb1606029a,"84ad9234-4dcd-47ab-bf4e-476cfdf0260d",17
e9506b36-84f9-45ff-aa60-63c62853c761,"622c3296-2f7d-4079-83d8-5b313960e67f",17
cb524306-e05f-49e8-b4fe-3faa97332865,"18f08568-f9f5-40ff-8982-2688721fbe5c",17
"1b1f4b9a-fbd8-4de9-a94c-e869a3ea32f3",dfc1d414-244b-4a27-976b-f971fd9b3996,18
bfbf2b5c-52de-4619-9229-b9da835180bb,c0c4b250-14c3-424a-bc7d-741cf3e9de14,18
eac8bebb-45ca-46b9-804e-0c7772174727,bcede7b0-c1a5-4066-a7dc-c70828803535,18
"95e8eb26-109e-46d7-9859-8a0e599f0c46","60a9b0f2-c6ab-429a-946c-f197b476b96e",19
"9e58b1d5-863a-4ec6-9036-9c994b6a0bd9","74734eff-5e04-4c7b-969a-305841ee6f6b",19
