"medicamento_id","posto_id","quantidade_estoque"
"1091c671-a454-4e3b-afaa-9c6952041156","698a98f5-6be0-49af-bc05-ada08c9894a8",2
"137d0941-fcd6-428b-a0fc-88054a306450","60d34d6a-0653-4b14-bd8c-97beecab8b59",2
c98decc9-ecb6-4e26-bf8c-25e036259cd1,"26a101a8-a8e5-4f55-b481-81658c56ecb0",2
"7062ac0f-ec18-4c71-a4e8-6547e7058dba",d67cde4d-8ac1-46a6-9702-272ce622271e,3
"6a4aae9b-fad0-4cc6-bc12-23b2130b4bf2","8ab77add-e12b-4df8-ac3f-d5ef82468609",5
"02ada948-335c-4829-a793-84edd352292c","5f0f5476-4828-450c-b4eb-bb25dc1dc45e",11
b4f55451-de07-4498-9356-d131f197d890,ae7c0a3a-ff0b-4831-9650-395aaea4431e,16
"6845b6b8-6f2d-430c-b15a-e39377236756","6490c58c-84a1-4b4c-a6cb-ff876334307d",17
"432b959a-cb62-495c-811c-f112b187a560","8febdd51-5205-4226-8555-383defe0d06a",17
"50be688c-d5b2-4c7b-8b59-50cba576b96f",c36ad473-0578-4d47-a3bf-c1bc4d716055,18
"7b9eeb96-43e9-4b47-8d0b-83c8ad544bf7","251e18ed-0c76-4885-9f03-fa9530ab46d3",22
"24d8c0b3-7945-47f9-b103-d59c252921c2","25a1bb40-5a44-4b02-be70-1914af9ea601",22
"621b84cd-e26e-4df0-b08a-aa940b12f662",f34af25c-27fc-41dd-bcfb-ea173b523001,24
a8b8aca7-65d3-42a2-9c8b-07f0557185a1,c0372982-1700-4b46-b5e6-34da959d733a,24
"50be688c-d5b2-4c7b-8b59-50cba576b96f",c296a085-57b6-48a1-a8db-23b6a3330084,25
"6f31cebf-6dff-4cb0-b30e-6e0e4b046bb2",b9f309a7-fefb-4efe-96ae-f8e125e8f168,27
f9563212-3efc-4054-abb3-f1678f74e2f9,b3ed152b-ddaf-46ab-958a-310b8e0a1d78,29
"7c2a8e6d-bb2d-448f-8090-faf08a5332ad","94eec58e-15d6-463a-b422-726d315e9a93",31
"161f3186-42f7-4d2d-829e-5a7bc11811a4","0b9a6579-afa5-45d4-9919-ab67b297d0b2",33
cb3258ea-3215-4ecf-88ee-6c62eb46364b,a7053e7b-1c15-4df7-a0ae-fb811ff7e3cf,33
c68dc885-c059-412f-9cb0-6c9bdbef0257,"6c17164c-69b3-402d-9ab5-0ad5e71ad2fb",34
"1091c671-a454-4e3b-afaa-9c6952041156","32e94452-2942-4dc2-a031-a9f05b0ef7d8",35
f59d92d1-cc61-43a9-97be-de444e86f7f9,"698a98f5-6be0-49af-bc05-ada08c9894a8",36
e40c142e-c497-4772-9d67-c1a08fc11957,"6df12047-e84e-4154-9f71-b903632a7524",40
"87cb625b-0b88-4a82-b79f-51b34cb4166c","18f08568-f9f5-40ff-8982-2688721fbe5c",42
